Vehículo;Nombres personalizados;Fecha de Recepción;Valor;Unidades
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:58:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 1:59:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:00:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:01:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:02:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:03:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:04:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:05:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:06:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:07:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:08:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:09:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:10:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:11:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:12:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:13:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:14:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:15:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:16:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:17:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:18:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:19:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:20:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:21:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:22:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:23:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:24:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:25:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:26:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:27:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:28:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:29:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:30:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:31:25;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:32:26;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:33:27;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:34:29;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:35:31;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:36:33;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:37:33;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:38:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:39:40;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:40:41;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 2:58:11;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:25:16;2.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:26:16;1.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:27:16;2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:28:16;1.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:29:16;1.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:30:16;2.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:31:16;2.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:32:16;1.8;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:33:16;2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:34:16;3.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:35:16;3.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:36:16;5.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:37:16;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:38:16;9.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:39:16;6.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:40:16;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:41:16;3.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:42:16;1.9;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:43:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:44:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:45:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:46:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:47:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:48:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:49:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:50:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:53:32;1.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:54:32;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:55:32;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:56:32;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:57:32;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:58:32;1.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 7:59:32;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:00:32;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:01:32;2.9;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:02:32;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:03:32;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:04:32;1.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:05:32;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:06:32;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:07:32;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:08:32;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:09:32;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:10:32;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:11:32;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:13:37;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:14:37;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:15:37;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:16:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:17:38;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:19:41;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:20:41;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:21:41;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:22:41;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:23:41;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:24:41;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:26:26;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:27:26;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:28:26;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:29:26;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:30:26;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:31:26;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:36:56;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:40:28;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:41:28;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:43:30;1.8;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:44:30;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:45:30;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:46:30;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:47:45;1.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:48:45;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:49:45;1.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:50:45;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:52:20;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:53:20;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:54:20;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:55:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:56:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:57:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:58:56;1.8;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 8:59:56;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:00:56;1.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:01:56;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:02:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:03:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:04:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:05:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:07:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:08:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:09:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:10:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:11:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:12:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:14:15;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:15:15;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:16:15;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:17:15;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:18:15;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:19:15;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:20:20;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:23:27;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:24:27;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:25:35;3.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:26:35;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:27:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:28:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:29:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:30:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:31:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:32:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:33:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:34:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 9:35:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:04:49;1.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:06:50;4.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:07:51;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:08:50;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:09:50;5.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:10:50;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:11:50;4.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:12:50;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:14:07;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:16:01;10.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:17:01;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:18:01;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:19:01;1.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:20:01;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:21:01;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:22:01;2.85;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:23:01;14.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:24:01;7.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:25:02;23.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:26:01;19.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:27:01;19.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:28:01;20.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:29:01;12.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:30:01;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:31:01;22.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:32:01;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:34:01;11.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:35:01;6.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:36:01;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:37:01;13.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:38:02;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:39:02;42.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:40:02;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:41:02;11.85;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:42:02;26.85;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:43:01;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:44:01;1.85;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:45:02;15.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:46:02;1.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:47:01;18.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:48:02;1.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:49:02;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:50:01;18.85;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:52:02;22.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:53:02;31.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:54:02;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:56:02;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:57:02;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:58:02;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 10:59:02;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:00:02;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:01:02;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:02:02;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:03:02;34.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:04:02;11.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:05:02;24.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:06:02;11.85;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:07:02;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:08:02;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:09:02;1.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:10:02;5.8;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:11:02;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:12:02;1.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:13:02;1.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:14:02;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:15:02;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:16:02;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:17:02;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:18:02;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:19:02;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:20:57;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:22:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:23:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:24:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:25:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:26:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:27:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:28:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:29:57;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:31:48;8.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:32:48;1.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:33:48;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:34:48;25.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:35:48;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:36:48;0.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:37:48;36.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:38:48;27.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:39:48;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:40:48;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:41:48;18.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:42:48;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:43:48;3.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:44:48;4.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:45:48;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:46:48;1.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:47:48;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:48:48;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:49:48;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:50:48;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:51:48;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:52:48;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:53:48;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:55:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:56:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:57:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:58:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 11:59:33;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:00:33;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:01:33;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:02:33;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:03:33;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:04:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:05:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:06:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:07:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:08:51;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:09:54;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:10:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:18:48;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:19:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:20:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:21:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:22:49;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:23:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 12:24:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 14:09:35;1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 14:10:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 14:11:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 14:12:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 14:13:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 14:14:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 14:15:35;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:05:20;2.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:06:20;3.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:07:20;2.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:08:20;2.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:09:20;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:10:20;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:11:20;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:12:20;1.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:13:20;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:14:20;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:15:20;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:16:20;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:17:20;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:18:20;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:19:55;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:20:55;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:21:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:22:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:23:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:24:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:25:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:26:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:27:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:28:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:29:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:30:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:31:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:33:01;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;9/12/2020 15:34:05;0;L/hr
