Vehículo;Nombres personalizados;Fecha de Recepción;Valor;Unidades
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:24:37;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:25:37;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:26:37;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:27:37;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:28:37;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:29:37;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:30:37;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:31:37;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:32:37;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:33:37;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:34:37;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:35:37;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:37:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:38:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:39:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:40:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:41:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:42:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:43:23;6.8;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:44:23;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:45:23;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:46:23;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:47:23;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:48:23;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:50:23;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:51:23;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:52:23;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:53:55;6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:54:55;0.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:55:55;6.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:56:55;8.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:57:55;1.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:58:55;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 11:59:55;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:00:55;2.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:01:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:02:55;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:04:03;8.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:05:03;20.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:06:03;22.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:07:03;14.9;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:08:03;6.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:09:03;13.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:10:03;13.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:11:03;45.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:12:03;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:13:03;30.8;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:14:02;58.9;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:15:03;8.9;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:16:03;24.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:17:03;44.85;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:18:03;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:19:03;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:20:03;1.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:21:03;8.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:22:03;25.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:23:03;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:24:03;14.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:25:03;18.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:26:03;26.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:27:03;5.85;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:28:03;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:29:03;1.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:30:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:31:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:32:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:33:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:34:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:35:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:36:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:37:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:38:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:39:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:40:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:41:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:42:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:43:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:44:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:45:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:46:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:47:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:48:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:49:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:50:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:51:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:52:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:53:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:54:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:55:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:56:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:57:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:58:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 12:59:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:00:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:01:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:02:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:03:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:04:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:05:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:06:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:07:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:08:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:09:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:10:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:11:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:12:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:13:03;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:14:04;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:15:04;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:16:04;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:17:04;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:18:04;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:19:05;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:20:07;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:21:09;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:22:11;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:23:14;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:30:31;4.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:31:31;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:32:31;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:33:31;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:34:31;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:35:31;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:36:31;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:37:31;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:38:31;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:39:31;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 13:40:31;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:23:43;1.75;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:24:43;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:25:43;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:26:43;1.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:27:43;1.8;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:28:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:29:43;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:30:43;5.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:31:43;8.85;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:32:43;1.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:33:43;17.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:34:43;0.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:35:43;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:36:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:37:43;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:38:43;6.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:39:43;20.8;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:40:43;2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:41:43;1.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:42:43;1.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:43:43;18;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:44:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:45:43;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:46:43;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:47:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:48:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:49:43;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:50:43;4.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:51:43;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:52:43;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:53:43;2.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:54:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:55:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:56:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:57:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:58:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 14:59:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:00:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:01:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:02:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:03:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:04:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:05:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:06:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:07:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:08:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:09:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:10:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:11:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:12:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:13:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:14:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:15:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:16:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:17:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:18:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:19:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:20:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:21:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:22:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:23:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:24:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:25:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:26:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:27:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:28:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:29:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:30:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:32:47;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:40:00;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:57:07;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:58:19;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 15:59:19;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:00:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:01:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:03:24;12.8;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:04:24;5.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:05:24;7.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:06:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:07:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:08:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:09:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:10:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:11:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:12:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:13:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:14:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:15:24;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:25:16;1.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:26:16;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:27:16;1.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:28:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:29:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:30:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:31:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:32:16;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:33:52;10;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:34:52;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:35:52;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:36:52;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:37:52;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:38:53;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:39:53;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:40:53;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:41:53;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:42:53;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:44:22;9;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:46:22;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:47:22;2.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:48:22;8.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:49:22;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:50:22;1.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:51:22;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:52:22;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:53:22;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:54:22;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:55:22;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:56:22;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:57:22;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:58:43;1.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 16:59:43;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:00:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:01:43;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:03:14;2.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:04:14;33.8;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:05:14;17.95;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:06:14;10.05;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:07:14;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:08:14;6.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:09:14;52;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:10:14;49.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:11:14;1.4;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:12:14;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:13:14;13.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:14:14;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:15:14;1.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:16:14;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:17:14;1.65;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:18:14;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:19:14;24.6;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:20:14;35.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:21:14;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:22:14;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:23:14;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:24:14;1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:25:14;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:26:14;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:27:14;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:28:14;9.1;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:30:14;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:31:14;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:32:14;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:33:14;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:34:14;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:35:14;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:36:14;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:37:14;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:38:14;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:39:14;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:44:59;1.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:45:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:46:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:47:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:48:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:49:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:50:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:51:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:52:59;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 17:59:58;3.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:00:58;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:01:58;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:02:58;1.45;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:03:58;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:04:58;2.15;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:05:58;4.55;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:06:58;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:07:58;12.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:08:58;11;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:09:58;1.5;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:10:58;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:11:58;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:12:58;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:13:58;1.2;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:14:58;7.7;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:15:58;6.25;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:16:58;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:17:58;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:18:58;1.35;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:19:58;0;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:20:58;1.3;L/hr
AMC-859 CAN BUS;Variacion de combustibe;8/12/2020 18:21:58;4.3;L/hr
